company,individual,role,start_date,end_date,is_current,is_leadership,littlesis_person_id,littlesis_company_id,company_matched_name
Williams,Erin Book,Lobbyist,,,,False,18673,16086,Williams & Jensen
Williams,Janna Little,Lobbyist,,,,False,18955,16086,Williams & Jensen
Williams,Robert E Glennon,Lobbyist,,,,False,17330,16086,Williams & Jensen
Williams,Christine Burgeson,Associate,1998-00-00,2000-00-00,False,False,16779,16086,Williams & Jensen
Williams,Jeffrey Tassey,Lobbyist,,,,False,16544,16086,Williams & Jensen
Williams,Joel Oswald,Lobbyist,2003-00-00,,True,False,18727,16086,Williams & Jensen
Williams,Joyce A Rogers,Lobbyist,2002-00-00,,True,False,16835,16086,Williams & Jensen
Williams,Anthony J Roda,Lobbyist,1992-00-00,,True,False,17527,16086,Williams & Jensen
Williams,Rebecca Anderson,Lobbyist,2002-00-00,,True,False,18726,16086,Williams & Jensen
Williams,Denis J Dwyer,Lobbyist,,,,False,16424,16086,Williams & Jensen
Williams,Butler Carson Derrick Jr,Lobbyist,,,,False,14092,16086,Williams & Jensen
Williams,Eric Robins,Lobbyist,,,,False,25509,16086,Williams & Jensen
Williams,Ben Cooper,Lobbyist,,,,False,23754,16086,Williams & Jensen
Williams,Barnaby W Zall,Lobbyist,,,,False,23753,16086,Williams & Jensen
Williams,Barbara W Bonfiglio,Lobbyist,,,,False,23724,16086,Williams & Jensen
Williams,Barbara E Wixon,Lobbyist,,,,False,23099,16086,Williams & Jensen
Williams,Ian S Thompson,Lobbyist,,,,False,23098,16086,Williams & Jensen
Williams,Katherine D Hoehn,Lobbyist,,,,False,22509,16086,Williams & Jensen
Williams,Lynn Marquis,Lobbyist,,,,False,22508,16086,Williams & Jensen
Williams,Sydney M White,Lobbyist,,,,False,22507,16086,Williams & Jensen
Williams,Janet I Jenson,Lobbyist,,,,False,22505,16086,Williams & Jensen
Williams,Roger E Middleton,Lobbyist,,,,False,22506,16086,Williams & Jensen
Williams,Sally B Pfund,Lobbyist,,,,False,22504,16086,Williams & Jensen
Williams,Jennifer L Pharaoh,Lobbyist,,,,False,22503,16086,Williams & Jensen
Williams,Tamar E Haverty,Lobbyist,,,,False,22501,16086,Williams & Jensen
Williams,Eric Stewart,Lobbyist,,,,False,21648,16086,Williams & Jensen
Williams,Patrick Pettey,Lobbyist,,,,False,20294,16086,Williams & Jensen
Williams,John J McMackin,Lobbyist,,,,False,20013,16086,Williams & Jensen
Williams,Karen J Lewis,Lobbyist,,,,False,19902,16086,Williams & Jensen
Williams,Catherine M Reid,Lobbyist,,,,False,19901,16086,Williams & Jensen
Williams,Melinda Maxfield,Lobbyist,,,,False,19757,16086,Williams & Jensen
Williams,George Olsen,Lobbyist,,,,False,19754,16086,Williams & Jensen
Williams,Ann S Costello,Lobbyist,,,,False,19014,16086,Williams & Jensen
Williams,James L Thompson,Lobbyist,,,,False,19013,16086,Williams & Jensen
Williams,Tracy D Taylor,Lobbyist,,,,False,19011,16086,Williams & Jensen
Williams,Winfield P Crigler,Lobbyist,,,,False,19012,16086,Williams & Jensen
Williams Co,John M Stropki Jr,Independent Director,,2015-00-00,,True,10853,283592,Sherwin-Williams Co
Williams Co,Steven H Wunning,Independent Director,,2015-00-00,,True,1838,283592,Sherwin-Williams Co
Williams Co,Rick Wiseman,Representative,,2015-00-00,,False,319831,283592,Sherwin-Williams Co
Williams Co,Matthew Thornton,Independent Director,,2015-00-00,,True,323178,283592,Sherwin-Williams Co
Williams Co,Richard K Smucker,Lead Independent Director,,2015-00-00,,True,5217,283592,Sherwin-Williams Co
Williams Co,James Dick,Secretary,,2015-00-00,,False,291975,283592,Sherwin-Williams Co
Williams Co,Doug Henson,Vice President Sales,,2015-00-00,,True,296531,283592,Sherwin-Williams Co
Williams Co,Christine Ann Poon,Independent Director,,2015-00-00,,True,306645,283592,Sherwin-Williams Co
Williams Co,Susan J Kropf,Independent Director,,2015-00-00,,True,1468,283592,Sherwin-Williams Co
Williams Co,Thomas W Gilligan,Vice President Human Resources-Paint Stores Group,,2015-00-00,,True,120575,283592,Sherwin-Williams Co
Williams Co,Richard J Kramer,Independent Director,,2015-00-00,,True,2702,283592,Sherwin-Williams Co
Williams Co,Christopher M Connor,Chairman & Chief Executive Officer,,2015-00-00,,True,3784,283592,Sherwin-Williams Co
Williams Co,Sean P Hennessy,Senior Vice President,,2015-00-00,,True,5212,283592,Sherwin-Williams Co
Williams Co,Thomas G Kadien,Independent Director,,2015-00-00,,True,60329,283592,Sherwin-Williams Co
Williams Co,E Magruder Passano Jr,Vice chairman,,,True,True,227243,227191,"Lippincott Williams & Wilkins, Inc."
Williams Co,"Edward B. Hutton, Jr.",President,1988-00-00,,,True,227197,227191,"Lippincott Williams & Wilkins, Inc."
Williams Co,Edward M Passano,President,1963-00-00,1972-00-00,,True,227195,227191,"Lippincott Williams & Wilkins, Inc."
Williams Co,William M Passano,President,1946-00-00,1963-00-00,,True,227194,227191,"Lippincott Williams & Wilkins, Inc."
Williams Co,William M Passano Jr,CEO,1972-00-00,1991-00-00,,True,227192,227191,"Lippincott Williams & Wilkins, Inc."
Williams Co,Brian S Raymond,,,,,False,455850,455851,Harris Williams & Co
Yankee Gas Services,James J Judge,Chief Financial Officer and Executive Vice President,2012-04-10,,,True,8849,176759,Yankee Gas Services Company
Yukon Pacific,Jeff Lowenfels,President,,2001-00-00,,True,118125,118123,Yukon Pacific Corporation
Yukon Pacific,William V McHugh,President,,,False,True,118124,118123,Yukon Pacific Corporation
Yukon Pacific,Mead Treadwell, founding member,,,,False,118121,118123,Yukon Pacific Corporation
Agl Resources,Robert S Jepson Jr,Director,1999-00-00,,True,True,3211,779,AGL Resources
Agl Resources,D Raymond Riddle,Director,1978-00-00,,False,True,10356,779,AGL Resources
Agl Resources,Felker W Ward Jr,Director,1988-00-00,,False,True,10350,779,AGL Resources
Agl Resources,Norman R Bobins,,2011-12-00,,True,False,8990,779,AGL Resources
Agl Resources,John E Rau,,2011-12-00,,True,False,6785,779,AGL Resources
Agl Resources,Brenda J Gaines,,2011-12-00,,True,False,1886,779,AGL Resources
Agl Resources,Armando J Olivera,,2011-12-00,,True,False,64281,779,AGL Resources
Agl Resources,Paula Rosput Reynolds,President and Chief Executive Officer,2000-00-00,2006-00-00,,True,3187,779,AGL Resources
Agl Resources,Bryan E Seas,"SVP, Controller & CAO",,,True,True,64627,779,AGL Resources
Agl Resources,Ralph Cleveland,Executive Vice President,,,True,True,64626,779,AGL Resources
Agl Resources,Dean R Ohare,,,,False,False,60378,779,AGL Resources
Agl Resources,Melanie M Platt,SVP,,,True,True,64625,779,AGL Resources
Agl Resources,Peter I Tumminello,President,2010-05-00,,True,True,64624,779,AGL Resources
Agl Resources,Thomas D Bell Jr,Director,2004-00-00,,True,True,9943,779,AGL Resources
Agl Resources,Henry C Wolf,Director,2004-00-00,,True,True,5045,779,AGL Resources
Agl Resources,Dennis M Love,Director,1999-00-00,,True,True,10352,779,AGL Resources
Agl Resources,Charles R Crisp,Director,2003-00-00,,True,True,7836,779,AGL Resources
Agl Resources,Wyck A Knox Jr,Director,1998-00-00,,True,True,10353,779,AGL Resources
Agl Resources,Bettina M Whyte,Director,2004-00-00,,True,True,10357,779,AGL Resources
Agl Resources,John W Somerhalder II,Director,2006-00-00,,True,True,10360,779,AGL Resources
Agl Resources,James A Rubright,Director,2001-00-00,,True,True,10351,779,AGL Resources
Agl Resources,Arthur E Johnson,Director,2002-00-00,,True,True,7862,779,AGL Resources
Agl Resources,Charles H McTier,Director,,,False,True,10354,779,AGL Resources
Agl Resources,Michael J Durham,Director,,,False,True,5044,779,AGL Resources
Agl Resources,Sandra N Bane,Director,2008-00-00,,True,True,10355,779,AGL Resources
Agl Resources,John W Somerhalder II,Chairman,,,True,True,10360,779,AGL Resources
Agl Resources,John W Somerhalder II,President,,,True,True,10360,779,AGL Resources
Agl Resources,John W Somerhalder II,CEO,,,True,True,10360,779,AGL Resources
Agl Resources,Douglas N Schantz,President (Sequent Energy Managment),,,True,True,10359,779,AGL Resources
Agl Resources,Kevin P Madden,Executive Vice President (External Affairs),,,True,True,10358,779,AGL Resources
Agl Resources,Henry P Linginfelter,Executive Vice President,,,True,True,10349,779,AGL Resources
Agl Resources,Paul R Shlanta,"Executive Vice President (GC, CECO)",,,True,True,10348,779,AGL Resources
Agl Resources,Andrew W Evans,CFO,,,True,False,10347,779,AGL Resources
Agl Resources,Andrew W Evans,Executive Vice President,,,True,True,10347,779,AGL Resources
Alliance Pipeline,Harold Kraft,"Vice President, Engineering and Construction",,,,True,115775,115789,"Alliance Pipeline, Ltd"
Americas Natural Gas Alliance,Martin J Durbin,CEO,2013-05-00,2015-12-00,,True,45388,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Brian Kelly,Senior Director for Legislative Affairs,2011-00-00,2014-00-00,False,True,21510,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Al Walker,director,,,True,True,3185,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Al Walker,,,,True,False,3185,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Allison Cunningham,government relations specialist,2014-02-00,,True,False,149767,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Frank J Macchiarola,"EVP, government affairs",2014-03-17,,True,True,146384,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,David Blackmon,Texas state lead,2010-04-00,2012-06-00,False,True,143890,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,David Porges,,,,True,False,85561,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Regina D Hopper,CEO,2010-00-00,2010-00-00,False,True,96145,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,John H Pinkerton,Executive Committee member,,,,True,90723,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Dan Whitten,VP of Strategic Communications,,,True,True,101154,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Peter D Robertson,Senior V.P. of Legislative & Regulatory Affairs,2010-00-00,,True,True,27192,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Sarah Magruder-Lyle,Lobbyist,,,True,False,99957,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Tom Hassenboehler,Lobbyist,,,True,False,99956,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Amy Farrell,Lobbyist,,,True,False,99955,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Jed Bhuta,Lobbyist,,,True,False,99954,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Tom Amontree,Lobbyist,,,True,False,99953,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Alan S Armstrong,,,,True,False,61503,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Vaughn O Vennerberg II,,,,True,False,6664,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Steve Malcolm,,,,True,False,96144,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,John H Pinkerton,,,,True,False,90723,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Tom L Ward,,,,True,False,5314,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Glenn M Darden,,,,True,False,78863,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Steve Mueller,,,,True,False,96141,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Matthew D Cabell,,,,True,False,41303,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Tony Best,,,,True,False,96142,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,John Manzoni,,,,True,False,96143,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,James C Flores,,,,True,False,84490,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Floyd Wilson,,,,True,False,96140,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Mark E Ellis,,,,True,False,96138,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Fredrick J Plaeger,,,,True,False,96136,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Randy A Foutch,,,,True,False,12871,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Steven B Hinchman,,,,True,False,1630,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Lee K Boothby,,,,True,False,12206,79962,American Natural Gas Alliance Inc.
Americas Natural Gas Alliance,Scott Sheffield,,,,True,False,11462,79962,American Natural Gas Alliance Inc.
Bear Paw Energy LLC,Michael Crisman,"Vice President, Aquisitions & Divestitures",2005-06-00,2006-12-00,False,True,126806,126808,"Bear Paw Energy, LLC"
Citizens Communications,Jeri B Finard,Director,2005-00-00,,False,True,10823,821,Citizens Communications
Citizens Communications,James S Kahan,,2011-05-00,,False,False,63023,821,Citizens Communications
Citizens Communications,Kathleen Q Abernathy,Director,2006-00-00,,False,True,10820,821,Citizens Communications
Citizens Communications,Jennifer Lem,SVP,2014-01-00,,,True,190898,821,Citizens Communications
Citizens Communications,Jennifer Lem,Controller,2014-01-00,,,False,190898,821,Citizens Communications
Citizens Communications,Virginia P Ruesterholz,,2013-07-00,,True,False,59701,821,Citizens Communications
Citizens Communications,Mark D Nielsen,SVP,2014-03-00,,True,True,190897,821,Citizens Communications
Citizens Communications,Mark D Nielsen,General Counsel,2014-03-00,,True,False,190897,821,Citizens Communications
Citizens Communications,Donald Daniels,SVP,2014-07-00,,True,True,63593,821,Citizens Communications
Citizens Communications,Donald Daniels,Controller,2014-07-00,,True,False,63593,821,Citizens Communications
Citizens Communications,Diana Sue Ferguson,,2014-09-00,,True,False,4396,821,Citizens Communications
Citizens Communications,Michael T Dugan,Director,2006-00-00,,False,True,10822,821,Citizens Communications
Citizens Communications,David H Ward,Director,2003-00-00,,False,True,10819,821,Citizens Communications
Citizens Communications,William M Kraus,Director,2002-00-00,,False,True,10817,821,Citizens Communications
Citizens Communications,Lawton Wehle Fitt,Director,2005-00-00,,False,True,10818,821,Citizens Communications
Citizens Communications,Susana D'Emic,SVP,2011-04-00,,,True,122001,821,Citizens Communications
Citizens Communications,Susana D'Emic,Controller,2011-04-00,,,False,122001,821,Citizens Communications
Citizens Communications,Andrew Crain,General Counsel,2012-06-00,,True,False,122000,821,Citizens Communications
Citizens Communications,Andrew Crain,SVP,2012-06-00,,True,True,122000,821,Citizens Communications
Citizens Communications,Lois Hedg-peth,Executive Vice President,2012-07-00,,True,True,121999,821,Citizens Communications
Citizens Communications,John M Jureller,Executive Vice President,2013-01-00,,True,True,121998,821,Citizens Communications
Citizens Communications,Maggie Wilderotter,Director,2004-00-00,,True,True,68565,821,Citizens Communications
Citizens Communications,Maggie Wilderotter,CEO,,,True,True,68565,821,Citizens Communications
Citizens Communications,Maggie Wilderotter,Chairman,,,True,True,68565,821,Citizens Communications
Citizens Communications,Peter C B Bynoe,,,,True,False,64848,821,Citizens Communications
Citizens Communications,Robert J Larson,SVP,,,True,True,64847,821,Citizens Communications
Citizens Communications,Robert J Larson,CAO,,,True,False,64847,821,Citizens Communications
Citizens Communications,Melinda White,"EVPGM, Marketing & New Bus Ops",,,True,True,64846,821,Citizens Communications
Citizens Communications,Kathleen Q Abernathy,CLO; EVP Reg & Gov't Affairs,2010-03-00,,True,True,10820,821,Citizens Communications
Citizens Communications,Edward Fraioli,,2010-07-00,,True,False,64845,821,Citizens Communications
Citizens Communications,Pamela D A Reeve,,2010-07-00,,True,False,64844,821,Citizens Communications
Citizens Communications,Mark S Shapiro,,2010-07-00,,True,False,63019,821,Citizens Communications
Citizens Communications,Myron A Wick III,Director,2005-00-00,,True,True,10821,821,Citizens Communications
Citizens Communications,Larraine D Segil,Director,2005-00-00,,True,True,10825,821,Citizens Communications
Citizens Communications,Howard L Schrott,Director,2005-00-00,,True,True,10824,821,Citizens Communications
Citizens Communications,Leroy J R Barnes,Director,2005-00-00,,True,True,6844,821,Citizens Communications
Citizens Communications,Stanley Harfenist,Director,,,False,True,10832,821,Citizens Communications
Citizens Communications,Edwin Tornberg,Director,,,False,True,10833,821,Citizens Communications
Citizens Communications,Bradley E Singer,Director,,,False,True,10829,821,Citizens Communications
Citizens Communications,Steven D Ward,Senior Vice President,,,True,True,10835,821,Citizens Communications
Citizens Communications,John H Casey III,Executive Vice President,,,True,True,10834,821,Citizens Communications
Citizens Communications,Donald R Shassian,Chief Financial Officer,,,True,True,10831,821,Citizens Communications
Citizens Communications,Peter B Hayes,Executive Vice President (Sales),,,True,True,10830,821,Citizens Communications
Citizens Communications,Daniel J McCarthy,COO,,,True,False,10828,821,Citizens Communications
Citizens Communications,Daniel J McCarthy,Executive Vice President,,,True,True,10828,821,Citizens Communications
Citizens Communications,Hilary E Glassman,Secretary,,,True,False,10827,821,Citizens Communications
Citizens Communications,Hilary E Glassman,SVP (GC),,,True,True,10827,821,Citizens Communications
Citizens Communications,Cecilia K McKenney,"Executive Vice President (HR, Call Center)",,,True,True,10826,821,Citizens Communications
Citizens Communications,Doug Hickey,Executive Vice President,,,,True,77880,114050,Frontier Communications
Citizens Communications,Gregg C Sayre,Associate General Counsel,,2012-00-00,False,False,114048,114050,Frontier Communications
Citizens Communications,Kathleen Q Abernathy,"EVP, External Affairs",2010-03-00,,True,True,10820,114050,Frontier Communications
Citizens Communications,Kevin Gelabert,,,,False,False,129448,114050,Frontier Communications
Clean Energy Fuels Corp,Andrew J Littlefair,Co-founder,1997-00-00,1997-00-00,True,True,83350,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,T Boone Pickens,Founder,1997-00-00,1997-00-00,True,True,15095,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Stephen Scully,,2014-01-00,,True,False,191354,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Robert M Vreeland,Chief Financial Officer,2014-11-00,,True,True,191353,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,T Boone Pickens,,,,True,False,15095,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,James Clifford Miller III,,,,True,False,41743,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Richard R Wheeler,Chief Financial Officer,,,True,True,122986,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,James N Harger,Chief Marketing Officer,,,True,True,122985,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Mitchell W Pratt,COO,,,True,False,122984,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Mitchell W Pratt,Secretary,,,True,False,122984,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Barclay Corbus,SVP,,,True,True,122982,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Bradley N Miller,President,2010-09-00,,True,True,122981,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,John R Bacon,President,2010-09-00,,,True,122980,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Peter J Grace,"SVP, Sales and Marketing",2010-12-00,,,True,122979,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Andrew J Littlefair,"President, CEO & Director",,,True,True,83350,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Vincent C Taormina,,,,True,False,99145,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,James E O'Connor,,,,True,False,9003,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,T Boone Pickens,,,,True,False,15095,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Warren Mitchell,,,,True,False,99143,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,John Herrington,,,,True,False,99144,43886,Clean Energy Fuels Corporation
Clean Energy Fuels Corp,Kenneth M Socha,Director,,,True,True,43885,43886,Clean Energy Fuels Corporation
Columbia Energy Group,Oliver G Richard III,"chairman, president, and CEO",,2000-00-00,False,True,120069,156396,Columbia Energy Group
Columbia Pipeline Group,Robert C Skaggs Jr,Chairman and CEO,,,False,True,5227,280505,Columbia Pipeline Group
Constellation Energy Group,Rhonda S Ferguson,Board member,2022-00-00,2022-00-00,False,True,293471,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Robert J Lawless,Director,2002-00-00,2012-03-00,False,True,2660,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Ann C Berzin,Director,2008-00-00,2012-00-00,False,True,2654,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Michael J Wallace,Vice Chairman,,2011-04-00,False,True,119835,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Michael J Wallace,Chief Operating Officer,,2011-04-00,False,True,119835,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Shon J Manasco,Senior Vice President,2009-08-00,,False,True,60623,118,"Constellation Energy Group, Inc."
Constellation Energy Group,James T Brady,Director,1999-00-00,2012-00-00,,True,2665,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Eric P Grubman,Co president,2000-00-00,2001-00-00,False,True,64629,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Daniel Camus,,2010-04-00,,False,False,60620,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Douglas L Becker,Director,1999-00-00,,False,True,2661,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Paul J Allen,Senior Vice President,,,,True,119834,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Kenneth William DeFontes Jr,"Pres & CEO, BGE; Sr VP, CEG",,,,True,119833,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Mary L Lauria,Senior Vice President,2010-10-00,,,True,119831,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Samuel Minzberg,,2010-10-00,,False,False,119832,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Robert S Fleishman,VP of legislative and regulatory policy,,,,True,118925,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Kathleen W Hyle,Senior Vice President,2008-11-00,2012-00-00,False,True,59777,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Gary A Marchiori,VP,,,True,True,51531,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Edward A Crooke,Director,1999-00-00,,False,True,2664,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Henry B Barron Jr,Executive Vice President,2008-04-00,,True,True,3759,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Brenda L Boultwood,Senior Vice President,2008-11-00,,,True,60626,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Charles A Berardesco,General Counsel,2008-10-00,,True,False,60627,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Jonathan W Thayer,Chief Financial Officer,2008-10-00,,True,True,60628,118,"Constellation Energy Group, Inc."
Constellation Energy Group,James L Connaughton,Executive Vice President,2009-02-00,,,True,60625,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Shameek Konar,Senior Vice President,2009-06-00,,,True,60624,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Bryan P Wright,"VP, CAO, and Controller",2009-11-00,,True,True,60622,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Andrew L Good,Senior Vice President,2009-11-00,,True,True,60621,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Lynn Morley Martin,Director,2003-00-00,2009-00-00,False,True,14326,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Cherie Wilson,Lobbyist,,,,False,22648,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Chris Mathey,Lobbyist,,,,False,22647,118,"Constellation Energy Group, Inc."
Constellation Energy Group,David Gilbert,Lobbyist,,,,False,22645,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Judith K Pensabene,Lobbyist,,,,False,22646,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Michael D Sullivan,Director,1999-00-00,,True,True,2662,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Mayo A Shattuck III,Director,1999-00-00,,True,True,2657,118,"Constellation Energy Group, Inc."
Constellation Energy Group,John L Skolds,Director,2007-00-00,,True,True,2667,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Nancy Lampton,Director,1999-00-00,,True,True,2652,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Freeman A Hrabowski III,Director,1999-00-00,,True,True,2663,118,"Constellation Energy Group, Inc."
Constellation Energy Group,James R Curtiss,Director,1999-00-00,,True,True,2668,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Yves Balmann,Director,2003-00-00,,True,True,2666,118,"Constellation Energy Group, Inc."
Constellation Energy Group,E Follin Smith,Executive Vice President,,,True,True,2669,118,"Constellation Energy Group, Inc."
Constellation Energy Group,E Follin Smith,CAO,,,True,False,2669,118,"Constellation Energy Group, Inc."
Constellation Energy Group,E Follin Smith,CFO,,,True,False,2669,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Felix Jehl Dawson,Senior Vice President,,,True,True,2659,118,"Constellation Energy Group, Inc."
Constellation Energy Group,George E Persky,Senior Vice President,,,True,True,2658,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Mayo A Shattuck III,CEO,,,True,True,2657,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Mayo A Shattuck III,President,,,True,True,2657,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Mayo A Shattuck III,Chairman,,,True,True,2657,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Irving B Yoskowitz,Executive Vice President,,,True,True,2656,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Irving B Yoskowitz,General Counsel,,,True,False,2656,118,"Constellation Energy Group, Inc."
Constellation Energy Group,Thomas V Brooks,Executive Vice President,,,True,True,2655,118,"Constellation Energy Group, Inc."
Constellation Energy Group,John C Collins,Executive Vice President,,,True,True,2653,118,"Constellation Energy Group, Inc."
Constellation Energy Group,John C Collins,CFO,,,True,False,2653,118,"Constellation Energy Group, Inc."
Delek Us Holdings,Mark B Cox,Executive Vice President,,,False,True,5540,102892,"Delek US Holdings, Inc."
Delek Us Holdings,Mark B Cox,Chief Financial Officer,,,False,True,5540,102892,"Delek US Holdings, Inc."
Delek Us Holdings,Vicky Sutil,Board Member,2019-00-00,,True,True,119845,102892,"Delek US Holdings, Inc."
Delek Us Holdings,Ilan Cohen,Director,2014-05-00,,,True,341932,102892,"Delek US Holdings, Inc."
Delek Us Holdings,Assaf Ginzburg,CFO,2013-01-00,,True,False,341925,102892,"Delek US Holdings, Inc."
Delek Us Holdings,Ezra Uzi Yemin,Chairman,2012-12-00,,True,True,341924,102892,"Delek US Holdings, Inc."
Delek Us Holdings,Tony Miller,Executive Vice President,2015-09-00,,True,True,341920,102892,"Delek US Holdings, Inc."
Delek Us Holdings,Philip L Maslowe,Director,,,True,True,102867,102892,"Delek US Holdings, Inc."
El Paso Natural Gas,James J Cleary,President,,,,True,62745,210988,"El Paso Natural Gas Company, L.L.C."
El Paso Natural Gas Company,James J Cleary,President,,,,True,62745,210988,"El Paso Natural Gas Company, L.L.C."
Enterprise Products,KEVIN M. RAMSEY,,,,True,False,384028,49237,Enterprise Products Partners
Enterprise Products,Karen D Taylor,Executive / Senior Vice President,2016-00-00,,True,True,63230,49237,Enterprise Products Partners
Enterprise Products,Richard S Snell,Director,2016-00-00,,True,True,125357,49237,Enterprise Products Partners
Enterprise Products,John R Rutherford,,,,True,False,119847,49237,Enterprise Products Partners
Enterprise Products,Edwin E Smith,Director (Board of Directors),,2015-00-00,True,True,60251,49237,Enterprise Products Partners
Enterprise Products,Randa Duncan Williams,President,,2015-00-00,True,True,60244,49237,Enterprise Products Partners
Enterprise Products,F. CHRISTOPHER D'ANNA,,,,True,False,385091,49237,Enterprise Products Partners
Enterprise Products,MURRAY E. BRASSEUX,,,,True,False,383324,49237,Enterprise Products Partners
Enterprise Products,MICHAEL C. HANLEY,,,,True,False,383492,49237,Enterprise Products Partners
