Company Name,Category,"(Utilities Only) 
Percentage generation fossil fuels","(Utilities Only) 
Investment in new fossil fuel infrastructure","(Utilities Only) 
Percentage revenue derived from fossil fuels"
Porter Oil Co,Oil & gas,,,
Porter's Oil,Oil & gas,,,
Porters Petroleum Prod,Oil & gas,,,
Porters Petroleum Prod Inc,Oil & gas,,,
Ports Petroleum,Oil & gas,,,
Ports Petroleum Co,Oil & gas,,,
Post Oak Oil,Oil & gas,,,
Post Oak Oil Co,Oil & gas,,,
Potaris Oil,Oil & gas,,,
Potomoc-Hudson Engineering,Oil & gas,,,
Potter Oil & Tire,Oil & gas,,,
Potter Oil Co,Oil & gas,,,
Potters Oil Service,Oil & gas,,,
Pour Boy Oil Co,Oil & gas,,,
Powder Oil Service Inc,Oil & gas,,,
Powell Oil,Oil & gas,,,
Powell Oil Co,Oil & gas,,,
Powell Petroleum,Oil & gas,,,
Power & Energy Inc,Oil & gas,,,
Power Flame,Oil & gas,,,
Power Gas & Transmission,Oil & gas,,,
Powers Oil,Oil & gas,,,
Powers Oil Co,Oil & gas,,,
Powers Petroleum Consultant,Oil & gas,,,
PP&G Oil,Oil & gas,,,
Prance Oil Co South By-Pass,Oil & gas,,,
Prater Oil & Gas Operations,Oil & gas,,,
Preble Oil Co,Oil & gas,,,
Precision Coil Spring,Oil & gas,,,
Precision Coil Spring Co,Oil & gas,,,
Precision Oil & Gas,Oil & gas,,,
Precision Petroleum,Oil & gas,,,
Premier Energy,Oil & gas,,,
Premier Oil & Gas Supply,Oil & gas,,,
Premium Oil Corp,Oil & gas,,,
Premium Oil Stations Inc,Oil & gas,,,
Prentice Oil Co,Oil & gas,,,
Presidential Southeast Petro,Oil & gas,,,
Pressler & Associates,Oil & gas,,,
Presta Oil,Oil & gas,,,
Presto Petroleum,Oil & gas,,,
"Preston Energy, Lp",Oil & gas,,,
Preston Moore Oil Co Inc,Oil & gas,,,
Preston Oil,Oil & gas,,,
Pri Mar Petroleum,Oil & gas,,,
Price Oil & Gas,Oil & gas,,,
Priestley Oil,Oil & gas,,,
Prima Energy Corp,Oil & gas,,,
Prima Oil & Gas Co,Oil & gas,,,
Primary Energy,Oil & gas,,,
Prime Energy Group,Oil & gas,,,
Prime Operating Oil & Gas,Oil & gas,,,
Primero Operating Inc,Oil & gas,,,
Prince Oil,Oil & gas,,,
Prince Oil Co,Oil & gas,,,
Princeton Oil & Gas,Oil & gas,,,
Prism Gas Systems,Oil & gas,,,
Pro Oil,Oil & gas,,,
Pro Oil Gas,Oil & gas,,,
Pro Petroleum,Oil & gas,,,
Procoil Co,Oil & gas,,,
Producers For American Crude Oil Exports,Oil & gas,,,
Producto De Petroleo,Oil & gas,,,
Propane Gas Assoc,Oil & gas,,,
Prospect Petroleum,Oil & gas,,,
Protecting Colorados Environment Economy & Energy Independence,Oil & gas,,,
Proulx Oil & Propane,Oil & gas,,,
Providence Energy,Oil & gas,,,
Providence Technologies,Oil & gas,,,
PS Energy Systems Group,Oil & gas,,,
Puckett Land Co,Oil & gas,,,
Puckett Oil Co,Oil & gas,,,
Puckett Oil Company Inc,Oil & gas,,,
Pueblo Gas,Oil & gas,,,
Pugh Oil Co,Oil & gas,,,
Pumpelly Oil,Oil & gas,,,
Pumpelly Oil Inc,Oil & gas,,,
Pumping Services LLC,Oil & gas,,,
Purvis Oil,Oil & gas,,,
Purvis Oil Corp,Oil & gas,,,
Purvis Operating Co,Oil & gas,,,
Pye-Barker Gases & Supply,Oil & gas,,,
Pye-Per Fuel Co & Transportatoin,Oil & gas,,,
Pyramid Oil Co,Oil & gas,,,
Qep Resources,Oil & gas,,,
Qgas LLC,Oil & gas,,,
Qiomet Sports Medicine,Oil & gas,,,
Quail Creek Oil,Oil & gas,,,
Quality Gas,Oil & gas,,,
Quality Gas & Oil,Oil & gas,,,
Quality Lr Gas,Oil & gas,,,
Quality Oil,Oil & gas,,,
Quality Oil & Gas,Oil & gas,,,
Quality Oil & Gas Co,Oil & gas,,,
Quality Oil Co,Oil & gas,,,
Quality Oil Inc,Oil & gas,,,
Quality Petroleum,Oil & gas,,,
Quality Petroleum Inc,Oil & gas,,,
Quality State Oil Co,Oil & gas,,,
Quanico Oil & Gas,Oil & gas,,,
Quantum Bioenergy,Oil & gas,,,
Quantum Gas & Power Services,Oil & gas,,,
Quantum Resources Management,Oil & gas,,,
Quatro Oil & Gas,Oil & gas,,,
Queen Oil & Gas,Oil & gas,,,
Quemadura Piedra Petroleum,Oil & gas,,,
Questar Gas,Oil & gas,,,
Quick Oil Co,Oil & gas,,,
Quinex Energy,Oil & gas,,,
Quintin Little Co Oil & Gas Ltd Partnersh,Oil & gas,,,
Quirk Oil Co,Oil & gas,,,
Quorum Energy,Oil & gas,,,
Qursta Petroleum,Oil & gas,,,
Qutro Oil & Gas,Oil & gas,,,
R & M Oil & Gas Co,Oil & gas,,,
R & S Oil Production Co,Oil & gas,,,
R B Wall Oil Co,Oil & gas,,,
R C Dunn Oil Co Inc,Oil & gas,,,
R E Powell Distributing,Oil & gas,,,
R H Foster Inc,Oil & gas,,,
R J Enterprises,Oil & gas,,,
R K Allen Oil Co,Oil & gas,,,
R L Jordan Oil Co,Oil & gas,,,
R L Jordan Oil Co of North Carolina,Oil & gas,,,
R L Vallee Inc,Oil & gas,,,
R Lacy,Oil & gas,,,
R W Davis Oil Co,Oil & gas,,,
R&B Oil & Gas,Oil & gas,,,
R&B Oil & Gas Operator,Oil & gas,,,
R&J Archer Petroleum,Oil & gas,,,
R&M Oil & Gas,Oil & gas,,,
R&M Oil & Gas Co,Oil & gas,,,
Rabalais Oil & Gas,Oil & gas,,,
Racetral Petroleum,Oil & gas,,,
Raceway Petroleum,Oil & gas,,,
Radcliff Economy Marine Serv Inc,Oil & gas,,,
Radiant Group,Oil & gas,,,
Radiant Oil,Oil & gas,,,
Radiant Oil Co,Oil & gas,,,
Radiant Oil Co of Tpa Inc,Oil & gas,,,
Radjet Services Us Inc,Oil & gas,,,
Radoil Inc,Oil & gas,,,
Raidiant Oil Co of Tampa Inc,Oil & gas,,,
Rainbow Gas Co,Oil & gas,,,
Rainbow Oil,Oil & gas,,,
Rainbow Oil Co,Oil & gas,,,
Rainbow Oils,Oil & gas,,,
Raineswood Corp,Oil & gas,,,
Rainey Cawthon Distributor Inc,Oil & gas,,,
Rainfords Lube & Oil,Oil & gas,,,
Rainier Petroleum,Oil & gas,,,
Rainier Petroleum Corporation,Oil & gas,,,
Rainwater Gas & Oil,Oil & gas,,,
Rainwater Gas & Oil Co,Oil & gas,,,
Rainwater Gas & Oil Co Inc,Oil & gas,,,
Rainwater Gas & Oil Inc,Oil & gas,,,
Raisa Energy LLC,Oil & gas,,,
Ralph Puckett Oil,Oil & gas,,,
Ralph Watson Oil,Oil & gas,,,
Ram Oil & Gas,Oil & gas,,,
Ram Oil Corp,Oil & gas,,,
Ramah Oil,Oil & gas,,,
Rambin Petroleum,Oil & gas,,,
Rambone Sprague Oil,Oil & gas,,,
Ramos Oil,Oil & gas,,,
Ramos Oil Co,Oil & gas,,,
Ramseur Oil Co Inc,Oil & gas,,,
Ramsey Oil,Oil & gas,,,
Rancher/Oil & Gas Broker,Oil & gas,,,
Ranching & Oil & Gas Production,Oil & gas,,,
Rancho Oil Co,Oil & gas,,,
Rand Oil Co,Oil & gas,,,
Randolph Oil,Oil & gas,,,
Raney Oil Co,Oil & gas,,,
Range Oil,Oil & gas,,,
Range Oil Co,Oil & gas,,,
Ranger Gas Storage,Oil & gas,,,
Ranger Petroleum,Oil & gas,,,
Rankin-Patterson Oil,Oil & gas,,,
Rantz Iv Enterprises LLC,Oil & gas,,,
Raoger Oil,Oil & gas,,,
Rapid Energy,Oil & gas,,,
Rapid Oil Change,Oil & gas,,,
Rarp Investments Corp,Oil & gas,,,
Rash Oil Co,Oil & gas,,,
Rathman Oil Co,Oil & gas,,,
Rault Resources Group,Oil & gas,,,
Rawley Petroleum,Oil & gas,,,
Ray Beaudoin & Sons Inc,Oil & gas,,,
Ray Bell Oil Company,Oil & gas,,,
Ray F Snyder Co,Oil & gas,,,
Ray Oil Co,Oil & gas,,,
Ray Westall Operating Inc,Oil & gas,,,
Rayes Inc,Oil & gas,,,
Rayjean Oil Inc,Oil & gas,,,
Raymer Oil,Oil & gas,,,
Raymond Oil,Oil & gas,,,
Raymond Oil Co,Oil & gas,,,
Rayway Petroleum,Oil & gas,,,
Raywood Gas Plant,Oil & gas,,,
RC Dunn Oil,Oil & gas,,,
RC Mcbryde Oil,Oil & gas,,,
RCP Inc,Oil & gas,,,
Reaben Oil,Oil & gas,,,
Reaben Oil Co,Oil & gas,,,
Reactive Energy LLC,Oil & gas,,,
Read & Stevens Inc,Oil & gas,,,
Reb Oil,Oil & gas,,,
Rebel Hot Oil Service,Oil & gas,,,
Rebel Oil,Oil & gas,,,
Rebel Oil Co,Oil & gas,,,
Red Carpet Petroleum,Oil & gas,,,
Red Line Synthetic Oil,Oil & gas,,,
Red Plains Oil & Gas LLC,Oil & gas,,,
Red River Oil & Gas,Oil & gas,,,
Red River Petroleum,Oil & gas,,,
Red Rock Petroleum Co,Oil & gas,,,
Red Springs Fuel Oil,Oil & gas,,,
Red Star Oil,Oil & gas,,,
Red Star Oil Co,Oil & gas,,,
Red Top Gas,Oil & gas,,,
Redding Oil Co,Oil & gas,,,
Redemption Oil Gas,Oil & gas,,,
Redland Energy Group,Oil & gas,,,
Redman Energy Corp,Oil & gas,,,
Redmon Oil Co,Oil & gas,,,
Redwater Operations,Oil & gas,,,
Redwood Oil Co,Oil & gas,,,
Reed Gas,Oil & gas,,,
Reed Oil,Oil & gas,,,
Regas Brothers,Oil & gas,,,
Regel Oil Co,Oil & gas,,,
Regency Gas Services,Oil & gas,,,
Regent International,Oil & gas,,,
Reichmann Petroleum,Oil & gas,,,
Reid Oil,Oil & gas,,,
Reid Petroleum,Oil & gas,,,
Reid Petroleum Corp,Oil & gas,,,
Reiner Oil,Oil & gas,,,
Reinhard Petroleum LLC,Oil & gas,,,
Reinhart Oil,Oil & gas,,,
Relentless Exploration & Natural Resour,Oil & gas,,,
Reliable Oil Co,Oil & gas,,,
Reliable Production Service,Oil & gas,,,
Reliance Energy,Oil & gas,,,
Reliance Oil,Oil & gas,,,
Reliance Petroleum,Oil & gas,,,
Reliance Petroleum Co,Oil & gas,,,
Reliance Petroleum Co Ltd,Oil & gas,,,
Reliance Well Service Max Story,Oil & gas,,,
Rellant Energy,Oil & gas,,,
Remington Oil & Gas,Oil & gas,,,
Renaissance Petroleum LLC,Oil & gas,,,
Renee Petroluem Corp,Oil & gas,,,
Renegade Oil,Oil & gas,,,
Renewable Energy Systems,Oil & gas,,,
Renewable Oil International,Oil & gas,,,
Renkert Oil LLC,Oil & gas,,,
Rennie Petroleum,Oil & gas,,,
Rennie Petroleum Corp,Oil & gas,,,
Renu Oil of America,Oil & gas,,,
Repoca Energy,Oil & gas,,,
Repsol,Oil & gas,,,
Republic Gas Corp,Oil & gas,,,
Reserve Oil & Gas,Oil & gas,,,
Reserve Petroleum,Oil & gas,,,
Reserve Petroleum Co,Oil & gas,,,
Resource Management Group,Oil & gas,,,
Resource Protection Inc,Oil & gas,,,
Restructure Petrol Marketing Svcs Inc,Oil & gas,,,
Restructure Petroleum Marketing Svcs Inc,Oil & gas,,,
Retail Grocery & Gas Stores,Oil & gas,,,
Retamco Oil & Gas,Oil & gas,,,
Retif Oil & Fuel,Oil & gas,,,
Revard Petroleum LLC,Oil & gas,,,
Revell Oil Co Bulk Plant,Oil & gas,,,
Rex Oil,Oil & gas,,,
Reynolds Oil Co,Oil & gas,,,
Rhodes Oil,Oil & gas,,,
Rhodes Oil Co,Oil & gas,,,
Riata Management,Oil & gas,,,
Rice Oil,Oil & gas,,,
Rice Oil Co,Oil & gas,,,
Rice Operating Co,Oil & gas,,,
Riceland Petroleum,Oil & gas,,,
Riceland Petroleum Co,Oil & gas,,,
Richard Cummins Oil,Oil & gas,,,
Richard Hines Oil Properties,Oil & gas,,,
Richard O Williams Oil Co,Oil & gas,,,
Richard Oil,Oil & gas,,,
Richard Oil & Fuel,Oil & gas,,,
Richard Oil Co,Oil & gas,,,
Richard Williams Oil & Gas,Oil & gas,,,
Richards Gas & Oil,Oil & gas,,,
Richardson Energy Marketing,Oil & gas,,,
Richardson Oil,Oil & gas,,,
Richardson Oil & Gas Llp,Oil & gas,,,
Richardson Oil Co,Oil & gas,,,
Richert Oil,Oil & gas,,,
Richert Oil Inc,Oil & gas,,,
Richett Oil Inc,Oil & gas,,,
Richey Operating,Oil & gas,,,
Richfield Oil & Gas,Oil & gas,,,
Ricker Oil,Oil & gas,,,
Ricker Oil Co,Oil & gas,,,
Ricker Petro Marts,Oil & gas,,,
Rickys Oil Service,Oil & gas,,,
Riddle Contractor Inc,Oil & gas,,,
Ridge Petroleum,Oil & gas,,,
Ridgeway Petroleum,Oil & gas,,,
Ridgeway Petroleum Inc,Oil & gas,,,
Ridgmar Oil & Gas,Oil & gas,,,
Ridley Oil,Oil & gas,,,
Rig Oil & Gas,Oil & gas,,,
Rigby Oil Co,Oil & gas,,,
Riiser Mobile Oil,Oil & gas,,,
Riley & Scott Gas,Oil & gas,,,
Riley & Scott Gas Co,Oil & gas,,,
Riley Oil & Gas,Oil & gas,,,
Rinker Oil,Oil & gas,,,
Rinker Oil Corp,Oil & gas,,,
Rio Grande Inc,Oil & gas,,,
Rio Petroleum,Oil & gas,,,
Riser Oil,Oil & gas,,,
Risser Oil Co,Oil & gas,,,
Risser Oil Corp,Oil & gas,,,
Risser Oil Corporation,Oil & gas,,,
Ritchie Development,Oil & gas,,,
Ritchie Exploration,Oil & gas,,,
Rite Way Oil & Gas,Oil & gas,,,
Rite Way Oil & Gas Co,Oil & gas,,,
Rite-Way Oil & Gas,Oil & gas,,,
Ritey & Seat Gas,Oil & gas,,,
Riti Petroleum LLC,Oil & gas,,,
River City Petroleum,Oil & gas,,,
River Gas,Oil & gas,,,
River Oil Co,Oil & gas,,,
Riverfront Exploration LLC,Oil & gas,,,
Riverside Gas & Oil Co,Oil & gas,,,
Rk Allen Oil,Oil & gas,,,
Rk Allen Oil Co,Oil & gas,,,
Rk Petroleum,Oil & gas,,,
Rka Petroleum,Oil & gas,,,
Rkb Oil,Oil & gas,,,
Rl Jordan Oil,Oil & gas,,,
Rl Jordan Oil Co,Oil & gas,,,
Rl Jordan Oil Co of North Carolina Inc,Oil & gas,,,
Rl Jordon Oil Co of Nc Inc,Oil & gas,,,
Rl Vallee Inc,Oil & gas,,,
Rlm Oil & Gas Interests,Oil & gas,,,
Rlu Oil & Gas,Oil & gas,,,
Ro Mac Oil Co,Oil & gas,,,
Roach Oil,Oil & gas,,,
Road Oil Inc,Oil & gas,,,
Road Runner Oil,Oil & gas,,,
Roanoake Gas,Oil & gas,,,
Robert Carr Vincent Trust,Oil & gas,,,
Robert J Hewitt Oil & Gas Operations,Oil & gas,,,
Robert L Bayless Producer LLC,Oil & gas,,,
Robert L Zinn Oil & Gas,Oil & gas,,,
Robert Mannes Oil & Gas Explor,Oil & gas,,,
Robert R Reed Ii Oil & Gas,Oil & gas,,,
Roberts & Murphy,Oil & gas,,,
Roberts Gibson Oil,Oil & gas,,,
Roberts Oil & Land Co,Oil & gas,,,
Robertson Oil Co,Oil & gas,,,
Robichaux Oil,Oil & gas,,,
Robins Oil & Gas Research,Oil & gas,,,
Robinson Cont Co,Oil & gas,,,
Robinson Oil,Oil & gas,,,
Robinson Oil Co,Oil & gas,,,
Robinson Oil Corporation,Oil & gas,,,
Robinson Travel,Oil & gas,,,
Robison Oil,Oil & gas,,,
Robson Oil,Oil & gas,,,
Roc of Putham Inc/ Dba Roziers Oil Co,Oil & gas,,,
Rochester Gas & Electric,Oil & gas,,,
Rock Energy,Oil & gas,,,
Rock Oil & Gas,Oil & gas,,,
Rock Oil Co,Oil & gas,,,
Rock Valley Oil & Chemical,Oil & gas,,,
Rock Valley Oil & Chemical Co,Oil & gas,,,
Rock Well Petroleum,Oil & gas,,,
Rocket Oil,Oil & gas,,,
Rocket Oil Co,Oil & gas,,,
Rockport Resources Capital,Oil & gas,,,
Rockwell Petroleum,Oil & gas,,,
Rocky Mountain Oil & Gas Assn,Oil & gas,,,
Rocky Mountain Oil & Gas Association,Oil & gas,,,
Rocky Mountain Oil & Gas Association No 510,Oil & gas,,,
Rocky Mtn Oil,Oil & gas,,,
Roger Kent / Rj Enterprise,Oil & gas,,,
Rogers Oil,Oil & gas,,,
Rogers Oil Co Inc,Oil & gas,,,
Rogers Petroleum,Oil & gas,,,
Rojo Burro Petroleum & Gas,Oil & gas,,,
Romac Oil Co,Oil & gas,,,
Romero Oil & Gas Account,Oil & gas,,,
Romine Oil,Oil & gas,,,
Rompetrol Group,Oil & gas,,,
Ron Lee Oil Sales,Oil & gas,,,
Ronald C Shultz Oil Properties,Oil & gas,,,
Rose Oil Co,Oil & gas,,,
Rose Oil Properties,Oil & gas,,,
Rose Operating,Oil & gas,,,
Rosewood Energy,Oil & gas,,,
Rosewood Resources,Oil & gas,,,
Rosison Oil,Oil & gas,,,
Ross & Wharton Gas,Oil & gas,,,
Ross & Wharton Gas Co,Oil & gas,,,
Ross Explorations,Oil & gas,,,
Ross Oil & Gas,Oil & gas,,,
Rossee Oil Company Inc,Oil & gas,,,
Rotary Wire Line Service,Oil & gas,,,
Rothchild Oil & Gas Inc,Oil & gas,,,
Rowe Oil Property,Oil & gas,,,
Roxanna Oil,Oil & gas,,,
Roy Bros Oil,Oil & gas,,,
Roy Brothers Oil,Oil & gas,,,
Roy Brothers Oil & Propane,Oil & gas,,,
Roy Guffey Oil Co,Oil & gas,,,
Royal Gas & Aut,Oil & gas,,,
Royal International Petroleum Corp,Oil & gas,,,
Royal Oil & Gas,Oil & gas,,,
Royal Oil & Gass,Oil & gas,,,
Royal Petroleum,Oil & gas,,,
Royal Petroleum Corp,Oil & gas,,,
Roziers Oil Co,Oil & gas,,,
Rp Nixon Oil Operations,Oil & gas,,,
Rpc Inc,Oil & gas,,,
Rpl Oil Distributor & Supply,Oil & gas,,,
Rpm Petroleum,Oil & gas,,,
Rr Hinkle Co,Oil & gas,,,
Rsa Soil Products,Oil & gas,,,
Rsc Resources L P,Oil & gas,,,
Rsi Petroleum,Oil & gas,,,
Rubica Oil & Gas,Oil & gas,,,
Rubicon Oil & Gas,Oil & gas,,,
Ruble Oil,Oil & gas,,,
Rucci Oil Co,Oil & gas,,,
Rucks Oil Properties,Oil & gas,,,
Ruh Oil Co,Oil & gas,,,
Runyan Oil Co,Oil & gas,,,
Rupp Oil,Oil & gas,,,
Rupp Oil Co,Oil & gas,,,
Rushing Oil Co,Oil & gas,,,
Russell Freeman Continental Energy,Oil & gas,,,
Russell Oil,Oil & gas,,,
Russell Oil Co,Oil & gas,,,
Russell Petroleum Corp,Oil & gas,,,
Rutherford Oil,Oil & gas,,,
Rutledge Oil,Oil & gas,,,
Rutledge Oil Co,Oil & gas,,,
Rw Davis Oil Co,Oil & gas,,,
Ryan Petroleum,Oil & gas,,,
Ryco Petroplium Management,Oil & gas,,,
Ryezak Oil,Oil & gas,,,
Rymes Oil,Oil & gas,,,
Rymes Propane & Oil,Oil & gas,,,
S & C Oil Co,Oil & gas,,,
S A White Oil Co,Oil & gas,,,
S A White Oil Co Inc,Oil & gas,,,
S Ca Gas Co,Oil & gas,,,
S California Gas Co,Oil & gas,,,
S H Tevis & Son,Oil & gas,,,
S H Tevis & Son Inc,Oil & gas,,,
S Hill Oil Co,Oil & gas,,,
S R Weilert Oil LLC,Oil & gas,,,
S Reger Family Mineral Partnership,Oil & gas,,,
S&J Oil & Gas,Oil & gas,,,
S&R Gas Ventures,Oil & gas,,,
S&S Oil Co,Oil & gas,,,
Sa White Oil Co,Oil & gas,,,
Sabco Oil & Gas,Oil & gas,,,
Sabine Pipe,Oil & gas,,,
Sable Minerals,Oil & gas,,,
Saco Petroleum,Oil & gas,,,
Saco Petroleum Inc,Oil & gas,,,
Sacramento Natural Gas Storage,Oil & gas,,,
Sadler Oil,Oil & gas,,,
Sadler Oil Co Inc,Oil & gas,,,
Safety National Gas Corp,Oil & gas,,,
Safiedine Oil,Oil & gas,,,
Safiedine Oil Co,Oil & gas,,,
Saga Petroleum,Oil & gas,,,
Saga Petroleum Corp,Oil & gas,,,
Sage Energy,Oil & gas,,,
Sagebrush Oil & Gas,Oil & gas,,,
Saint Joseph Fuel Oil & Manufacturing Co,Oil & gas,,,
Sajeel Citgo Gas & Food,Oil & gas,,,
Sale Proprietor Oil &,Oil & gas,,,
Sales & Gas Transportation,Oil & gas,,,
Sales of Caterpillar Natural Gas & D,Oil & gas,,,
Sam H Snoddy Oil,Oil & gas,,,
Sam's Oil,Oil & gas,,,
Sampson Energy,Oil & gas,,,
Sampson Oil Co,Oil & gas,,,
Sampson-Bladen Oil Co,Oil & gas,,,
Sams Gas Co,Oil & gas,,,
Samson Exploration LLC,Oil & gas,,,
Samson Investment,Oil & gas,,,
Samson Investment Co,Oil & gas,,,
Samson Investment Company,Oil & gas,,,
Samson Oil & Gas Ltd,Oil & gas,,,
San Antonio Gas & Oil,Oil & gas,,,
San Benito Petroleum,Oil & gas,,,
San Joaquin Facilities Management Inc,Oil & gas,,,
San Saba Energy,Oil & gas,,,
Sanabi Oil,Oil & gas,,,
Sanchez Oil & Gas,Oil & gas,,,
Sancho Oil & Gas,Oil & gas,,,
Sandalwood Oil & Gas,Oil & gas,,,
Sandburg Oil,Oil & gas,,,
Sandefer Oil & Gas,Oil & gas,,,
Sandefer Petroleum,Oil & gas,,,
Sanders Oil,Oil & gas,,,
Sanders Oil & Gas Co,Oil & gas,,,
Sandhu Petroleum,Oil & gas,,,
Sandia Oil Co,Oil & gas,,,
Sandlin Oil,Oil & gas,,,
Sandlin Oil Co,Oil & gas,,,
Sands Oil Co,Oil & gas,,,
Sands Petroleum Development Co,Oil & gas,,,
"Sands Petroleum Development, Corp",Oil & gas,,,
Sangaree Oil Co,Oil & gas,,,
Sanguin & Gas Exploration,Oil & gas,,,
Sanguine Gas Co,Oil & gas,,,
Sanguine Gas Exploration,Oil & gas,,,
Sanite Wholesale Oil Co,Oil & gas,,,
Sanner Oil,Oil & gas,,,
Sanson Oil & Gas,Oil & gas,,,
Santa Energy,Oil & gas,,,
Santa Fe Energy Resources,Oil & gas,,,
Santa Fe Petroleum,Oil & gas,,,
Santa Fuel,Oil & gas,,,
Santarelli & Sons Oil,Oil & gas,,,
Santee Oil Co,Oil & gas,,,
Santie Oil Co,Oil & gas,,,
Santie Wholesale Oil Co,Oil & gas,,,
Santie Wholesale Oil Inc,Oil & gas,,,
Santies Wholesale Oil,Oil & gas,,,
Santle Oil Co,Oil & gas,,,
Santmyer Oil Co,Oil & gas,,,
Sap Oil & Gas,Oil & gas,,,
Sapp Bros Petroleum,Oil & gas,,,
Sapp Bros Truck Stops,Oil & gas,,,
Saratoga Oil,Oil & gas,,,
Saroc Oil,Oil & gas,,,
Sasol Sw Energy,Oil & gas,,,
Satterfield Oil,Oil & gas,,,
Saturn Gas Systems,Oil & gas,,,
Saudi Arabia Oil Co,Oil & gas,,,
Saudi Aramco,Oil & gas,,,
Saunders Oil,Oil & gas,,,
Sautie Oil,Oil & gas,,,
Savage Oil,Oil & gas,,,
Savage Oil Sale Development Co,Oil & gas,,,
Savant Energy,Oil & gas,,,
Savant Energy Corp,Oil & gas,,,
Savings Oil,Oil & gas,,,
Saxet Petroleum,Oil & gas,,,
Saxon Oil,Oil & gas,,,
Saye Oil Co,Oil & gas,,,
Sayle Oil Co,Oil & gas,,,
SC Petroleum Mak,Oil & gas,,,
SC Petroleum Marketers Association SCPMA PAC,Oil & gas,,,
Scaffs Inc,Oil & gas,,,
Scaran Fuel Oil,Oil & gas,,,
Scavenger Petroleum Services,Oil & gas,,,
Scd Oil Operations,Oil & gas,,,
Schaeffer Oil,Oil & gas,,,
Schafer Oil,Oil & gas,,,
Schafer Oil Co,Oil & gas,,,
Schagrin Gas Co,Oil & gas,,,
Scharbauer Interests,Oil & gas,,,
Scheck Oil,Oil & gas,,,
Schildwachte Oil,Oil & gas,,,
Schildwachter Oil Co,Oil & gas,,,
Schilling Petroleum,Oil & gas,,,
Schilling Petroleum Co,Oil & gas,,,
Schlochter Oil,Oil & gas,,,
Schmidt Oil & Gas,Oil & gas,,,
Schmuckal Oil,Oil & gas,,,
Schoeffler Energy Group,Oil & gas,,,
Schooner Petroleum Services,Oil & gas,,,
Schrader Oil Co,Oil & gas,,,
Schroder Oil,Oil & gas,,,
Schusterman Revocable Trust,Oil & gas,,,
Schwartz Oil Co,Oil & gas,,,
Schwebel Petroleum,Oil & gas,,,
Schwebel Petroleum Co,Oil & gas,,,
Scissortail Energy,Oil & gas,,,
Sclafani Petroleum,Oil & gas,,,
Sconn Ice & Oil,Oil & gas,,,
Scooter Consulting,Oil & gas,,,
Scott Exploration Inc,Oil & gas,,,
Scott Oil,Oil & gas,,,
Scott Oil Co,Oil & gas,,,
Scott Oil Field Supply,Oil & gas,,,
Scott Oils,Oil & gas,,,
Scott Petroleum,Oil & gas,,,
Scott Petroleum Corp,Oil & gas,,,
Scott Specialy Gases,Oil & gas,,,
Scott Winn LLC,Oil & gas,,,
Scott-Winn LLC,Oil & gas,,,
Scripsick Oil Co,Oil & gas,,,
Scriptside Oil,Oil & gas,,,
Scrivener Oil,Oil & gas,,,
Scrivener Oil Co,Oil & gas,,,
Scrivener Oil Company,Oil & gas,,,
Sds Petroleum Consultants,Oil & gas,,,
Sds Petroleum Products Inc,Oil & gas,,,
Sea-3 Inc,Oil & gas,,,
Seagull Energy Corp,Oil & gas,,,
Sears Oil,Oil & gas,,,
Sears Oil Co,Oil & gas,,,
Sears Petroleum & Transport,Oil & gas,,,
Sears Petroleum & Transport Corporation,Oil & gas,,,
Sebits Oil Properties,Oil & gas,,,
Security Oil & Gas,Oil & gas,,,
Sedona Oil & Gas,Oil & gas,,,
Sedona Oil & Gas Corp,Oil & gas,,,
Seeber Oil,Oil & gas,,,
Seely Oil,Oil & gas,,,
Seip Oil,Oil & gas,,,
Seip Oil Properties Inc,Oil & gas,,,
Seis Petroleum Enterprises,Oil & gas,,,
Sek Energy LLC,Oil & gas,,,
Selber Oil,Oil & gas,,,
Select Energy Northeast Utilities,Oil & gas,,,
Self-Employed/Oil & Gas Services,Oil & gas,,,
Self-Petroleum Services Plus,Oil & gas,,,
Sellers Oil Co Inc,Oil & gas,,,
Sem Group,Oil & gas,,,
Semcrude Lp,Oil & gas,,,
Seminole Oil,Oil & gas,,,
Seminole Oil Productions LLC,Oil & gas,,,
Seminole Oilfield Supply,Oil & gas,,,
Sempra Energy Solutions,Oil & gas,,,
Sempra Us Gas & Power,Oil & gas,,,
Senders Energy,Oil & gas,,,
Seneca Petroleum,Oil & gas,,,
Seneca Petroleum Co,Oil & gas,,,
Seneca Resources Corp,Oil & gas,,,
Senter Petroleum,Oil & gas,,,
Sentry Refining,Oil & gas,,,
Sequoia Energy,Oil & gas,,,
Service Gas & Oil Co Inc,Oil & gas,,,
Service Oil,Oil & gas,,,
Service Oil Co,Oil & gas,,,
Ses Petroleum,Oil & gas,,,
Seven Gens Petroleum,Oil & gas,,,
Severson Oil,Oil & gas,,,
Severson Oil Co,Oil & gas,,,
Sewell Oil & Gas,Oil & gas,,,
Sewell Oil Co,Oil & gas,,,
Sg Business Services,Oil & gas,,,
Sg Interests,Oil & gas,,,
Sgd offices Inc,Oil & gas,,,
Sgs Petroleum Service,Oil & gas,,,
Sgs Petroleum Service Corp,Oil & gas,,,
Sh Tevis & Son Inc,Oil & gas,,,
Shackelford Oil,Oil & gas,,,
Shaffer Oil,Oil & gas,,,
Shahid Management Enterprise L,Oil & gas,,,
